tDate,T_SideEffectUET,T_SideEffectUET_0Day,T_SideEffectUET_1_3Day,T_SideEffectUET_4_7Day,T_SideEffectUET_8_30Day,T_SideEffectUET_30DayMore,T_SideEffectUET_Avg,Man_SideEffectUET,Man_SideEffectUET_0Day,Man_SideEffectUET_1_3Day,Man_SideEffectUET_4_7Day,Man_SideEffectUET_8_30Day,Man_SideEffectUET_30DayMore,Man_SideEffectUET_Avg,Woman_SideEffectUET,Woman_SideEffectUET_0Day,Woman_SideEffectUET_1_3Day,Woman_SideEffectUET_4_7Day,Woman_SideEffectUET_8_30Day,Woman_SideEffectUET_30DayMore,Woman_SideEffectUET_Avg,Age19Less_SideEffectUET,Age19Less_SideEffectUET_0Day,Age19Less_SideEffectUET_1_3Day,Age19Less_SideEffectUET_4_7Day,Age19Less_SideEffectUET_8_30Day,Age19Less_SideEffectUET_30DayMore,Age19Less_SideEffectUET_Avg,Age20_29_SideEffectUET,Age20_29_SideEffectUET_0Day,Age20_29_SideEffectUET_1_3Day,Age20_29_SideEffectUET_4_7Day,Age20_29_SideEffectUET_8_30Day,Age20_29_SideEffectUET_30DayMore,Age20_29_SideEffectUET_Avg,Age30_39_SideEffectUET,Age30_39_SideEffectUET_0Day,Age30_39_SideEffectUET_1_3Day,Age30_39_SideEffectUET_4_7Day,Age30_39_SideEffectUET_8_30Day,Age30_39_SideEffectUET_30DayMore,Age30_39_SideEffectUET_Avg,Age40_49_SideEffectUET,Age40_49_SideEffectUET_0Day,Age40_49_SideEffectUET_1_3Day,Age40_49_SideEffectUET_4_7Day,Age40_49_SideEffectUET_8_30Day,Age40_49_SideEffectUET_30DayMore,Age40_49_SideEffectUET_Avg,Age50_59_SideEffectUET,Age50_59_SideEffectUET_0Day,Age50_59_SideEffectUET_1_3Day,Age50_59_SideEffectUET_4_7Day,Age50_59_SideEffectUET_8_30Day,Age50_59_SideEffectUET_30DayMore,Age50_59_SideEffectUET_Avg,Age60_69_SideEffectUET,Age60_69_SideEffectUET_0Day,Age60_69_SideEffectUET_1_3Day,Age60_69_SideEffectUET_4_7Day,Age80More_SideEffectUET_8_30Day,Age80More_SideEffectUET_30DayMore,Age80More_SideEffectUET_Avg,AZ_SideEffectUET,AZ_SideEffectUET_0Day,AZ_SideEffectUET_1_3Day,AZ_SideEffectUET_4_7Day,AZ_SideEffectUET_8_30Day,AZ_SideEffectUET_30DayMore,AZ_SideEffectUET_Avg,PF_SideEffectUET,PF_SideEffectUET_0Day,PF_SideEffectUET_1_3Day,PF_SideEffectUET_4_7Day,PF_SideEffectUET_8_30Day,PF_SideEffectUET_30DayMore,PF_SideEffectUET_Avg,M_SideEffectUET,M_SideEffectUET_0Day,M_SideEffectUET_1_3Day,M_SideEffectUET_4_7Day,M_SideEffectUET_8_30Day,M_SideEffectUET_30DayMore,M_SideEffectUET_Avg,J_SideEffectUET,J_SideEffectUET_0Day,J_SideEffectUET_1_3Day,J_SideEffectUET_4_7Day,J_SideEffectUET_8_30Day,J_SideEffectUET_30DayMore,J_SideEffectUET_Avg,NV_SideEffectUET,NV_SideEffectUET_0Day,NV_SideEffectUET_1_3Day,NV_SideEffectUET_4_7Day,NV_SideEffectUET_8_30Day,NV_SideEffectUET_30DayMore,NV_SideEffectUET_Avg,SC_SideEffectUET,SC_SideEffectUET_0Day,SC_SideEffectUET_1_3Day,SC_SideEffectUET_4_7Day,SC_SideEffectUET_8_30Day,SC_SideEffectUET_30DayMore,SC_SideEffectUET_Avg,M_BA_1_SideEffectUET,M_BA_1_SideEffectUET_0Day,M_BA_1_SideEffectUET_1_3Day,M_BA_1_SideEffectUET_4_7Day,M_BA_1_SideEffectUET_8_30Day,M_BA_1_SideEffectUET_30DayMore,M_BA_1_SideEffectUET_Avg,PF_BA_1_SideEffectUET,PF_BA_1_SideEffectUET_0Day,PF_BA_1_SideEffectUET_1_3Day,PF_BA_1_SideEffectUET_4_7Day,PF_BA_1_SideEffectUET_8_30Day,PF_BA_1_SideEffectUET_30DayMore,PF_BA_1_SideEffectUET_Avg,PF_BA_4mod5_SideEffectUET,PF_BA_4mod5_SideEffectUET_0Day,PF_BA_4mod5_SideEffectUET_1_3Day,PF_BA_4mod5_SideEffectUET_4_7Day,PF_BA_4mod5_SideEffectUET_8_30Day,PF_BA_4mod5_SideEffectUET_30DayMore,PF_BA_4mod5_SideEffectUET_Avg,1_SideEffectUET,1_SideEffectUET_0Day,1_SideEffectUET_1_3Day,1_SideEffectUET_4_7Day,1_SideEffectUET_8_30Day,1_SideEffectUET_30DayMore,1_SideEffectUET_Avg,2_SideEffectUET,2_SideEffectUET_0Day,2_SideEffectUET_1_3Day,2_SideEffectUET_4_7Day,2_SideEffectUET_8_30Day,2_SideEffectUET_30DayMore,2_SideEffectUET_Avg,3_SideEffectUET,3_SideEffectUET_0Day,3_SideEffectUET_1_3Day,3_SideEffectUET_4_7Day,3_SideEffectUET_8_30Day,3_SideEffectUET_30DayMore,3_SideEffectUET_Avg,4_SideEffectUET,4_SideEffectUET_0Day,4_SideEffectUET_1_3Day,4_SideEffectUET_4_7Day,4_SideEffectUET_8_30Day,4_SideEffectUET_30DayMore,4_SideEffectUET_Avg,Winter_SideEffectUET,Winter_SideEffectUET_0Day,Winter_SideEffectUET_1_3Day,Winter_SideEffectUET_4_7Day,Winter_SideEffectUET_8_30Day,Winter_SideEffectUET_30DayMore,Winter_SideEffectUET_Avg
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-24,480239,108583,216691,71213,71401,12351,,172879,33467,80098,26618,27721,4975,,307360,75116,136593,44595,43680,7376,,26595,6526,13857,3112,2661,439,,81458,21188,38917,10827,9173,1353,,78505,18506,35413,12197,10842,1547,,80886,19161,35956,12019,11609,2141,,83644,18293,37435,12417,13226,2273,,80372,15168,34155,13125,15244,2680,,35707,6822,15187,5650,6657,1391,,13072,2919,5771,1866,1989,527,,110345,24802,46426,16306,19761,3050,,246031,54611,112988,36921,34651,6860,,113079,26731,52716,16103,15320,2209,,8883,1899,3582,1661,1538,203,,1207,347,576,149,106,29,,2,1,1,0,0,0,,573,149,335,65,24,0,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,56653,12240,28936,6837,6563,2077,
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-08,480897,108729,217027,71272,71457,12412,,173174,33531,80262,26648,27743,4990,,307723,75198,136765,44624,43714,7422,,26620,6533,13870,3112,2664,441,,81500,21194,38942,10830,9175,1359,,78555,18517,35435,12198,10851,1554,,80964,19169,35995,12024,11619,2157,,83751,18315,37490,12428,13232,2286,,80542,15211,34239,13143,15256,2693,,35845,6853,15263,5667,6668,1394,,13120,2937,5793,1870,1992,528,,110361,24804,46427,16307,19766,3057,,246159,54633,113026,36932,34672,6896,,113113,26734,52725,16106,15327,2221,,8884,1899,3582,1661,1538,204,,1215,351,577,150,106,31,,2,1,1,0,0,0,,721,179,420,79,40,3,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,56716,12252,28956,6844,6573,2091,
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
